Test_ID,Date_Time,Load_Percent,Input_Voltage_V,Input_Current_A,Input_Power_kW,Output_Voltage_V,Output_Current_A,Output_Power_kW,Efficiency_Percent,Power_Factor,Temperature_C,Switching_Freq_Hz,Loss_kW,Remarks
E0215,2024-03-04 16:34:00,20,12435,8.5,105.9,478,213.6,102.5,96.81,1.029,46.8,9717,3.38,Light load test
E0216,2024-03-04 16:35:00,20,12469,8.4,104.8,484,210.7,101.1,96.48,0.997,42.7,10323,3.69,Light load test
E0217,2024-03-04 16:36:00,20,12443,8.4,104.6,478,209.7,100.6,96.25,1.010,43.2,10279,3.92,Light load test
E0218,2024-03-04 17:37:00,20,12464,8.4,105.2,477,212.2,101.8,96.81,0.992,41.2,9611,3.36,Light load test
E0219,2024-03-04 17:38:00,20,12498,8.4,105.0,479,211.3,101.4,96.62,1.023,45.5,9574,3.55,Light load test
E0220,2024-03-04 18:39:00,20,12511,8.4,104.8,477,210.2,100.9,96.26,0.969,39.9,9929,3.92,Light load test
E0221,2024-03-04 18:40:00,20,12422,8.4,105.0,479,211.7,101.6,96.77,0.983,42.3,9805,3.39,Light load test
E0222,2024-03-04 18:41:00,20,12513,8.4,105.2,481,210.7,101.1,96.12,0.996,45.1,10207,4.09,Light load test
E0223,2024-03-04 19:42:00,20,12449,8.4,105.3,476,211.0,101.3,96.22,0.959,44.6,10199,3.98,Light load test
E0224,2024-03-04 19:43:00,20,12440,8.4,104.9,476,210.2,100.9,96.17,1.011,42.2,10412,4.01,Light load test
E0225,2024-03-04 19:44:00,20,12461,8.5,105.7,479,212.6,102.0,96.58,1.001,45.9,9610,3.61,Light load test
E0226,2024-03-04 20:45:00,20,12516,8.5,105.7,484,212.0,101.7,96.28,1.009,39.5,10323,3.93,Light load test
E0227,2024-03-04 20:46:00,20,12497,8.3,104.1,480,209.4,100.5,96.57,1.015,45.5,9553,3.57,Light load test
E0228,2024-03-04 21:47:00,20,12462,8.4,104.7,484,211.3,101.4,96.84,1.001,39.3,9989,3.31,Light load test
E0229,2024-03-04 21:48:00,20,12495,8.5,105.5,480,212.5,102.0,96.71,1.005,46.4,9574,3.48,Light load test
E0230,2024-03-04 21:49:00,20,12459,8.4,104.7,478,210.5,101.0,96.53,1.006,45.5,10229,3.64,Light load test
E0231,2024-03-04 22:50:00,20,12451,8.5,105.4,480,212.2,101.9,96.62,0.972,43.0,9592,3.57,Light load test
E0232,2024-03-04 22:51:00,20,12463,8.4,104.2,479,209.4,100.5,96.49,0.951,43.5,10004,3.65,Light load test
E0233,2024-03-04 22:52:00,20,12498,8.4,105.2,475,211.5,101.5,96.48,0.967,41.7,10480,3.70,Light load test
E0234,2024-03-04 23:53:00,20,12428,8.5,105.7,483,211.8,101.7,96.16,1.010,45.3,10108,4.06,Light load test
E0235,2024-03-04 23:54:00,20,12505,8.4,104.5,484,210.9,101.2,96.87,1.023,44.7,10264,3.27,Light load test
E0236,2024-03-04 24:55:00,20,12435,8.5,105.8,479,213.5,102.5,96.81,1.006,39.3,9827,3.37,Light load test
E0237,2024-03-04 24:56:00,20,12449,8.4,104.7,481,210.6,101.1,96.57,1.004,45.8,9928,3.60,Light load test
E0238,2024-03-04 24:57:00,20,12447,8.4,105.1,482,210.5,101.0,96.16,0.993,46.0,9837,4.03,Light load test
E0239,2024-03-04 25:58:00,20,12517,8.4,105.0,485,211.1,101.3,96.51,0.971,42.1,9588,3.67,Light load test
E0240,2024-03-04 25:59:00,20,12436,8.3,104.0,483,208.8,100.2,96.31,0.953,41.9,10237,3.84,Light load test
E0241,2024-03-04 25:00:00,20,12468,8.4,104.5,483,210.0,100.8,96.46,0.973,39.7,10084,3.70,Light load test
E0242,2024-03-04 26:01:00,20,12427,8.4,105.1,482,212.0,101.8,96.89,0.964,43.0,9571,3.27,Light load test
E0243,2024-03-04 26:02:00,20,12504,8.4,104.3,483,209.5,100.6,96.44,0.968,39.6,10135,3.72,Light load test
E0244,2024-03-04 27:03:00,20,12495,8.4,105.1,482,210.8,101.2,96.27,1.003,43.1,9617,3.92,Light load test
E0245,2024-03-04 27:04:00,20,12484,8.4,104.3,478,209.3,100.5,96.33,0.974,45.4,9533,3.83,Light load test
E0246,2024-03-04 27:05:00,20,12482,8.5,105.6,479,211.9,101.7,96.26,1.027,43.2,10495,3.95,Light load test
E0247,2024-03-04 28:06:00,20,12424,8.5,105.7,484,211.7,101.6,96.11,1.023,39.2,9808,4.11,Light load test
E0248,2024-03-04 28:07:00,20,12427,8.5,105.9,482,212.8,102.2,96.49,0.973,45.9,9690,3.71,Light load test
E0249,2024-03-04 28:08:00,20,12499,8.4,104.8,483,210.8,101.2,96.53,0.972,41.5,9944,3.64,Light load test
E0250,2024-03-04 29:09:00,20,12503,8.4,104.4,480,210.6,101.1,96.78,0.975,46.7,9660,3.36,Light load test
E0251,2024-03-04 29:10:00,20,12504,8.4,104.2,476,209.3,100.5,96.41,0.987,45.4,9929,3.74,Light load test
E0252,2024-03-04 30:11:00,20,12487,8.4,104.3,482,210.5,101.0,96.87,0.966,44.1,10441,3.27,Light load test
E0253,2024-03-04 30:12:00,20,12492,8.4,105.1,483,211.8,101.7,96.79,1.005,41.5,10300,3.37,Light load test
E0254,2024-03-04 30:13:00,20,12481,8.4,104.5,475,209.5,100.6,96.23,0.963,45.0,9766,3.94,Light load test
E0255,2024-03-04 31:14:00,20,12443,8.4,104.5,475,210.0,100.8,96.46,0.978,44.1,9971,3.70,Light load test
E0256,2024-03-04 31:15:00,20,12454,8.4,104.6,480,209.8,100.7,96.26,0.964,42.5,9698,3.91,Light load test
E0257,2024-03-05 08:16:00,20,12519,8.4,104.8,476,210.3,100.9,96.31,1.009,43.5,10299,3.86,Light load test
E0258,2024-03-05 08:17:00,20,12494,8.5,105.8,477,211.9,101.7,96.11,0.990,44.6,10137,4.12,Light load test
E0259,2024-03-05 08:18:00,20,12475,8.5,105.8,479,212.1,101.8,96.26,0.991,41.7,10110,3.95,Light load test
E0260,2024-03-05 09:19:00,20,12442,8.4,104.6,478,210.7,101.1,96.71,0.989,46.3,9523,3.44,Light load test
E0261,2024-03-05 09:20:00,20,12462,8.5,105.7,478,212.3,101.9,96.45,0.985,42.2,10427,3.75,Light load test
E0262,2024-03-05 09:21:00,20,12465,8.4,105.4,481,212.5,102.0,96.83,1.020,42.1,9939,3.34,Light load test
E0263,2024-03-05 10:22:00,20,12468,8.4,104.9,485,210.2,100.9,96.19,1.014,40.5,10487,4.00,Light load test
E0264,2024-03-05 10:23:00,20,12454,8.4,104.2,485,209.1,100.3,96.27,0.970,41.6,9561,3.89,Light load test
E0265,2024-03-05 10:24:00,20,12423,8.4,104.9,484,211.2,101.4,96.69,0.959,46.4,9835,3.47,Light load test
E0266,2024-03-05 11:25:00,20,12518,8.4,104.8,475,210.6,101.1,96.44,0.953,47.0,10124,3.74,Light load test
E0267,2024-03-05 11:26:00,20,12436,8.5,105.6,477,212.5,102.0,96.60,0.963,43.4,9827,3.59,Light load test
E0268,2024-03-05 12:27:00,20,12463,8.5,105.5,480,213.0,102.2,96.87,0.995,40.2,9673,3.31,Light load test
E0269,2024-03-05 12:28:00,20,12457,8.5,105.9,479,212.8,102.1,96.47,0.982,44.5,10285,3.74,Light load test
E0270,2024-03-05 12:29:00,20,12460,8.3,104.1,476,208.5,100.1,96.17,1.018,40.3,10199,3.98,Light load test
E0271,2024-03-05 13:30:00,20,12514,8.5,105.5,482,211.6,101.6,96.30,1.003,43.5,9538,3.90,Light load test
E0272,2024-03-05 13:31:00,20,12429,8.4,105.3,475,211.6,101.6,96.40,0.972,40.5,10250,3.79,Light load test
E0273,2024-03-05 13:32:00,20,12472,8.4,104.5,479,210.5,101.1,96.69,0.994,39.2,10218,3.45,Light load test
E0274,2024-03-05 14:33:00,20,12464,8.4,104.6,481,210.4,101.0,96.59,0.999,39.9,9810,3.57,Light load test
E0275,2024-03-05 14:34:00,20,12460,8.4,104.9,484,210.7,101.1,96.41,0.964,40.5,9593,3.76,Light load test
E0276,2024-03-05 15:35:00,20,12514,8.4,104.5,480,210.5,101.0,96.69,1.024,44.9,9720,3.46,Light load test
E0277,2024-03-05 15:36:00,20,12491,8.4,104.5,477,209.3,100.5,96.14,0.975,45.2,10298,4.03,Light load test
E0278,2024-03-05 15:37:00,20,12435,8.5,105.7,475,212.3,101.9,96.44,1.021,39.8,10026,3.76,Light load test
E0279,2024-03-05 16:38:00,20,12472,8.5,105.4,483,212.2,101.9,96.66,1.008,40.7,9810,3.52,Light load test
E0280,2024-03-05 16:39:00,20,12458,8.4,105.3,482,211.9,101.7,96.61,0.972,40.7,10145,3.57,Light load test
E0281,2024-03-05 16:40:00,20,12511,8.4,105.1,481,210.8,101.2,96.33,0.971,42.6,10254,3.86,Light load test
E0282,2024-03-05 17:41:00,20,12520,8.4,105.0,481,210.5,101.0,96.19,1.027,45.6,9755,4.01,Light load test
E0283,2024-03-05 17:42:00,20,12483,8.4,104.9,480,210.9,101.2,96.48,0.986,39.1,9714,3.69,Light load test
E0284,2024-03-05 18:43:00,20,12475,8.4,104.5,476,210.1,100.9,96.56,0.971,43.4,10417,3.59,Light load test
E0285,2024-03-05 18:44:00,20,12506,8.4,104.1,482,209.5,100.6,96.59,1.001,40.0,9732,3.55,Light load test
E0286,2024-03-05 18:45:00,20,12450,8.4,104.2,485,208.9,100.3,96.22,1.005,45.0,10399,3.94,Light load test
E0287,2024-03-05 19:46:00,20,12517,8.4,104.7,475,210.2,100.9,96.36,0.994,41.2,10154,3.81,Light load test
E0288,2024-03-05 19:47:00,20,12513,8.3,104.1,479,209.3,100.5,96.51,0.957,44.9,9518,3.63,Light load test
E0289,2024-03-05 19:48:00,20,12482,8.4,104.3,479,209.2,100.4,96.24,1.028,44.1,10312,3.92,Light load test
E0290,2024-03-05 20:49:00,20,12449,8.4,104.9,479,211.5,101.5,96.78,0.953,41.4,10037,3.38,Light load test
E0291,2024-03-05 20:50:00,20,12475,8.5,105.7,481,212.8,102.2,96.69,0.978,44.1,10051,3.50,Light load test
E0292,2024-03-05 21:51:00,20,12459,8.5,105.6,479,212.1,101.8,96.43,0.986,45.2,9972,3.77,Light load test
E0293,2024-03-05 21:52:00,20,12494,8.4,104.5,478,210.2,100.9,96.56,1.010,45.3,10291,3.60,Light load test
E0294,2024-03-05 21:53:00,20,12424,8.5,105.9,484,213.5,102.5,96.78,0.986,42.0,10072,3.41,Light load test
E0295,2024-03-05 22:54:00,20,12499,8.4,104.6,481,211.0,101.3,96.88,1.002,44.4,9704,3.26,Light load test
E0296,2024-03-05 22:55:00,20,12455,8.3,104.1,483,209.3,100.5,96.53,0.951,42.6,10143,3.61,Light load test
E0297,2024-03-05 22:56:00,20,12436,8.5,105.4,475,211.1,101.3,96.12,0.992,43.1,9914,4.10,Light load test
E0298,2024-03-05 23:57:00,20,12450,8.4,104.6,477,210.7,101.1,96.67,0.992,43.3,9814,3.48,Light load test
E0299,2024-03-05 23:58:00,20,12504,8.4,105.0,477,210.6,101.1,96.22,1.008,40.3,9746,3.97,Light load test
E0300,2024-03-05 24:59:00,20,12501,8.5,105.9,478,213.4,102.5,96.73,1.010,43.4,10211,3.46,Light load test
E0301,2024-03-05 24:00:00,20,12427,8.5,105.8,476,212.6,102.1,96.47,0.958,43.9,9800,3.73,Light load test
E0302,2024-03-05 24:01:00,20,12481,8.4,105.0,476,211.9,101.7,96.87,1.014,45.7,9771,3.28,Light load test
E0303,2024-03-05 25:02:00,20,12431,8.4,104.8,485,211.5,101.5,96.89,1.018,40.0,9869,3.25,Light load test
E0304,2024-03-05 25:03:00,20,12508,8.5,105.4,479,212.5,102.0,96.74,0.997,41.7,9554,3.44,Light load test
E0305,2024-03-05 25:04:00,20,12491,8.4,105.4,477,211.5,101.5,96.37,0.955,45.7,10389,3.82,Light load test
E0306,2024-03-05 26:05:00,20,12423,8.4,104.9,475,211.3,101.4,96.66,1.022,45.2,10465,3.51,Light load test
E0307,2024-03-05 26:06:00,20,12500,8.5,105.8,480,213.1,102.3,96.69,1.020,40.2,9824,3.50,Light load test
E0308,2024-03-05 27:07:00,20,12459,8.5,105.5,475,212.0,101.8,96.46,1.024,46.3,9695,3.73,Light load test
E0309,2024-03-05 27:08:00,20,12447,8.4,104.9,476,210.5,101.1,96.37,0.975,39.9,10263,3.80,Light load test
E0310,2024-03-05 27:09:00,20,12475,8.4,104.6,479,210.6,101.1,96.61,0.998,44.4,9954,3.55,Light load test
E0311,2024-03-05 28:10:00,20,12425,8.4,104.3,479,210.2,100.9,96.78,1.012,46.2,9841,3.36,Light load test
E0312,2024-03-05 28:11:00,20,12507,8.4,104.5,477,209.2,100.4,96.12,0.971,42.0,10441,4.05,Light load test
E0313,2024-03-05 28:12:00,20,12426,8.4,105.0,480,211.0,101.3,96.43,0.990,39.3,10137,3.75,Light load test
E0314,2024-03-05 29:13:00,20,12442,8.4,104.9,476,211.4,101.5,96.73,1.014,39.5,9561,3.43,Light load test
E0315,2024-03-05 29:14:00,20,12515,8.5,105.7,478,213.3,102.4,96.88,0.986,45.5,10014,3.29,Light load test
E0316,2024-03-05 30:15:00,20,12422,8.5,105.8,479,212.6,102.1,96.49,0.961,46.1,10384,3.71,Light load test
E0317,2024-03-05 30:16:00,20,12513,8.4,105.0,479,211.4,101.5,96.62,0.971,44.3,10385,3.55,Light load test
E0318,2024-03-05 30:17:00,20,12497,8.5,105.6,475,212.6,102.0,96.63,0.991,42.7,10383,3.56,Light load test
E0319,2024-03-05 31:18:00,20,12424,8.4,104.1,476,209.6,100.6,96.63,0.972,45.1,10324,3.51,Light load test
E0320,2024-03-05 31:19:00,20,12450,8.4,104.2,483,208.8,100.2,96.16,1.013,41.9,10004,4.00,Light load test
E0321,2024-03-06 08:20:00,30,12477,12.6,157.1,477,315.0,151.2,96.22,0.965,53.3,10306,5.93,Normal operation
E0322,2024-03-06 08:21:00,30,12434,12.7,157.9,476,316.6,152.0,96.23,0.958,50.6,10492,5.95,Normal operation
E0323,2024-03-06 08:22:00,30,12495,12.6,156.6,481,314.7,151.0,96.43,0.999,53.8,10377,5.60,Normal operation
E0324,2024-03-06 09:23:00,30,12441,12.7,157.8,476,318.2,152.7,96.81,1.000,53.8,10414,5.03,Normal operation
E0325,2024-03-06 09:24:00,30,12517,12.6,157.6,478,315.7,151.5,96.13,1.017,48.3,10164,6.10,Normal operation
E0326,2024-03-06 09:25:00,30,12511,12.6,157.7,480,317.7,152.5,96.69,0.965,50.0,9850,5.23,Normal operation
E0327,2024-03-06 10:26:00,30,12500,12.6,157.0,481,315.8,151.6,96.54,1.026,47.9,10354,5.43,Normal operation
E0328,2024-03-06 10:27:00,30,12475,12.6,156.9,482,315.6,151.5,96.53,0.969,46.9,10090,5.44,Normal operation
E0329,2024-03-06 10:28:00,30,12518,12.6,157.7,481,317.1,152.2,96.53,0.990,47.2,10420,5.47,Normal operation
E0330,2024-03-06 11:29:00,30,12429,12.6,157.7,477,316.0,151.7,96.18,0.962,52.9,9524,6.03,Normal operation
E0331,2024-03-06 11:30:00,30,12499,12.5,156.0,476,314.8,151.1,96.85,1.013,47.6,10412,4.91,Normal operation
E0332,2024-03-06 12:31:00,30,12448,12.5,156.4,483,315.3,151.4,96.80,1.015,46.6,10462,5.01,Normal operation
E0333,2024-03-06 12:32:00,30,12447,12.6,156.6,475,315.3,151.4,96.65,1.028,46.6,10319,5.25,Normal operation
E0334,2024-03-06 12:33:00,30,12498,12.6,157.3,475,315.5,151.4,96.26,0.997,47.9,10174,5.89,Normal operation
E0335,2024-03-06 13:34:00,30,12437,12.7,158.0,483,317.5,152.4,96.45,1.012,50.9,9975,5.60,Normal operation
E0336,2024-03-06 13:35:00,30,12430,12.6,157.4,482,317.6,152.5,96.87,0.960,48.1,10299,4.93,Normal operation
E0337,2024-03-06 13:36:00,30,12488,12.6,157.1,480,317.1,152.2,96.85,0.998,46.3,9627,4.95,Normal operation
E0338,2024-03-06 14:37:00,30,12474,12.6,157.4,478,316.5,151.9,96.55,1.023,49.4,9975,5.43,Normal operation
E0339,2024-03-06 14:38:00,30,12459,12.5,156.5,479,314.9,151.2,96.63,0.988,50.2,10393,5.28,Normal operation
E0340,2024-03-06 15:39:00,30,12451,12.5,156.0,478,312.6,150.0,96.15,0.995,48.2,10184,6.01,Normal operation
E0341,2024-03-06 15:40:00,30,12440,12.7,158.0,480,317.1,152.2,96.36,0.981,51.4,10018,5.76,Normal operation
E0342,2024-03-06 15:41:00,30,12460,12.6,157.3,480,316.6,152.0,96.64,0.964,48.1,10476,5.28,Normal operation
E0343,2024-03-06 16:42:00,30,12483,12.6,156.7,482,315.6,151.5,96.68,0.956,52.6,9528,5.21,Normal operation
E0344,2024-03-06 16:43:00,30,12428,12.5,156.2,480,314.7,151.1,96.74,1.023,49.5,9949,5.09,Normal operation
E0345,2024-03-06 16:44:00,30,12496,12.6,157.0,485,315.7,151.6,96.54,0.960,51.4,10005,5.43,Normal operation
E0346,2024-03-06 17:45:00,30,12457,12.6,157.1,478,315.9,151.6,96.53,0.951,50.1,10124,5.45,Normal operation
E0347,2024-03-06 17:46:00,30,12422,12.5,156.3,484,314.3,150.9,96.53,0.975,52.9,10089,5.42,Normal operation
E0348,2024-03-06 18:47:00,30,12433,12.6,157.6,481,317.1,152.2,96.56,0.982,46.4,10238,5.42,Normal operation
E0349,2024-03-06 18:48:00,30,12473,12.6,157.4,483,316.1,151.7,96.40,1.002,49.7,10141,5.66,Normal operation
E0350,2024-03-06 18:49:00,30,12478,12.6,156.5,480,314.2,150.8,96.34,1.006,50.5,10089,5.72,Normal operation
E0351,2024-03-06 19:50:00,30,12452,12.6,156.6,485,314.0,150.7,96.24,0.961,48.2,9683,5.89,Normal operation
E0352,2024-03-06 19:51:00,30,12464,12.7,158.0,479,318.2,152.7,96.70,0.999,53.7,10191,5.22,Normal operation
E0353,2024-03-06 19:52:00,30,12467,12.6,156.7,480,314.9,151.1,96.45,0.987,47.1,10019,5.57,Normal operation
E0354,2024-03-06 20:53:00,30,12451,12.6,156.6,479,314.3,150.9,96.37,1.017,46.7,9600,5.69,Normal operation
E0355,2024-03-06 20:54:00,30,12466,12.6,157.5,482,316.6,151.9,96.50,0.970,48.1,10381,5.51,Normal operation
E0356,2024-03-06 21:55:00,30,12421,12.5,156.5,484,315.3,151.4,96.73,1.000,53.0,9950,5.12,Normal operation
E0357,2024-03-06 21:56:00,30,12505,12.6,157.0,481,314.4,150.9,96.11,1.027,52.8,10013,6.12,Normal operation
E0358,2024-03-06 21:57:00,30,12496,12.5,156.4,483,314.7,151.0,96.60,1.001,48.5,9590,5.31,Normal operation
E0359,2024-03-06 22:58:00,30,12504,12.6,157.5,476,316.0,151.7,96.29,0.995,52.9,9999,5.84,Normal operation
E0360,2024-03-06 22:59:00,30,12485,12.6,157.7,481,316.8,152.1,96.43,0.992,48.4,9717,5.63,Normal operation
E0361,2024-03-06 22:00:00,30,12480,12.6,157.3,478,317.0,152.2,96.75,1.003,53.8,9858,5.12,Normal operation
E0362,2024-03-06 23:01:00,30,12452,12.6,156.8,484,314.7,151.1,96.32,0.980,48.6,10177,5.77,Normal operation
E0363,2024-03-06 23:02:00,30,12489,12.6,157.3,477,316.0,151.7,96.44,1.019,52.7,9918,5.59,Normal operation
E0364,2024-03-06 24:03:00,30,12496,12.7,157.8,484,318.2,152.7,96.82,0.995,46.8,9842,5.01,Normal operation
E0365,2024-03-06 24:04:00,30,12440,12.5,156.1,482,312.6,150.0,96.13,1.009,53.0,9871,6.03,Normal operation
E0366,2024-03-06 24:05:00,30,12507,12.6,156.7,476,314.4,150.9,96.33,1.018,48.8,10329,5.74,Normal operation
E0367,2024-03-06 25:06:00,30,12451,12.6,156.6,478,314.4,150.9,96.36,0.993,49.7,9651,5.70,Normal operation
E0368,2024-03-06 25:07:00,30,12453,12.6,157.1,483,315.3,151.3,96.33,0.954,49.2,9720,5.77,Normal operation
E0369,2024-03-06 25:08:00,30,12464,12.6,157.3,479,316.1,151.7,96.43,1.021,48.4,10000,5.62,Normal operation
E0370,2024-03-06 26:09:00,30,12512,12.6,157.2,478,315.2,151.3,96.24,0.968,48.6,10356,5.91,Normal operation
E0371,2024-03-06 26:10:00,30,12479,12.6,157.6,480,316.4,151.9,96.34,0.970,52.4,9632,5.77,Normal operation
E0372,2024-03-06 27:11:00,30,12434,12.6,157.2,476,316.6,152.0,96.65,1.023,48.5,9830,5.27,Normal operation
E0373,2024-03-06 27:12:00,30,12509,12.6,157.4,481,316.3,151.8,96.45,1.018,51.1,10417,5.59,Normal operation
E0374,2024-03-06 27:13:00,30,12438,12.7,157.9,482,318.6,152.9,96.87,0.955,47.9,9886,4.94,Normal operation
E0375,2024-03-06 28:14:00,30,12454,12.6,156.9,478,315.6,151.5,96.54,0.956,47.1,10349,5.43,Normal operation
E0376,2024-03-06 28:15:00,30,12453,12.6,156.6,476,315.2,151.3,96.61,0.990,51.8,10369,5.31,Normal operation
E0377,2024-03-06 28:16:00,30,12425,12.6,157.1,484,316.3,151.8,96.64,1.022,46.7,10447,5.29,Normal operation
E0378,2024-03-06 29:17:00,30,12499,12.6,157.1,484,316.0,151.7,96.58,0.964,49.6,10465,5.38,Normal operation
E0379,2024-03-06 29:18:00,30,12475,12.6,157.2,483,316.4,151.9,96.58,0.976,51.6,10285,5.37,Normal operation
E0380,2024-03-06 30:19:00,30,12424,12.5,156.0,479,313.3,150.4,96.37,0.995,49.2,9832,5.66,Normal operation
E0381,2024-03-06 30:20:00,30,12442,12.6,157.0,482,315.3,151.3,96.39,1.014,50.3,9712,5.66,Normal operation
E0382,2024-03-06 30:21:00,30,12476,12.7,157.8,478,316.1,151.7,96.16,1.020,48.3,10028,6.06,Normal operation
E0383,2024-03-06 31:22:00,30,12516,12.6,157.6,483,316.0,151.7,96.26,0.958,52.1,9883,5.89,Normal operation
E0384,2024-03-06 31:23:00,30,12482,12.6,156.9,482,316.0,151.7,96.66,1.011,46.1,10069,5.24,Normal operation
E0385,2024-03-07 08:24:00,30,12501,12.6,157.7,476,316.0,151.7,96.21,0.977,48.0,9531,5.97,Normal operation
E0386,2024-03-07 08:25:00,30,12514,12.6,157.1,484,316.7,152.0,96.79,0.978,53.3,9621,5.04,Normal operation
E0387,2024-03-07 08:26:00,30,12506,12.6,157.6,480,315.8,151.6,96.17,0.967,46.4,9632,6.04,Normal operation
E0388,2024-03-07 09:27:00,30,12483,12.6,157.0,475,316.0,151.7,96.63,0.980,53.1,9987,5.29,Normal operation
E0389,2024-03-07 09:28:00,30,12489,12.6,157.3,482,317.5,152.4,96.88,1.015,48.0,9806,4.91,Normal operation
E0390,2024-03-07 09:29:00,30,12451,12.5,156.3,484,315.3,151.3,96.85,0.958,46.7,9737,4.92,Normal operation
E0391,2024-03-07 10:30:00,30,12498,12.6,157.1,479,315.1,151.2,96.29,1.007,48.8,10340,5.83,Normal operation
E0392,2024-03-07 10:31:00,30,12467,12.6,156.8,480,315.4,151.4,96.56,1.024,48.2,10377,5.40,Normal operation
E0393,2024-03-07 10:32:00,30,12488,12.6,157.1,484,316.4,151.9,96.66,1.008,53.9,9902,5.25,Normal operation
E0394,2024-03-07 11:33:00,30,12469,12.6,156.7,481,315.3,151.3,96.59,0.985,48.5,9811,5.34,Normal operation
E0395,2024-03-07 11:34:00,30,12425,12.6,156.8,478,315.2,151.3,96.49,0.993,49.9,9710,5.50,Normal operation
E0396,2024-03-07 12:35:00,30,12481,12.6,156.9,476,315.8,151.6,96.62,1.010,49.8,10037,5.31,Normal operation
E0397,2024-03-07 12:36:00,30,12476,12.6,157.7,482,317.0,152.1,96.51,0.998,46.9,10488,5.51,Normal operation
E0398,2024-03-07 12:37:00,30,12471,12.6,157.2,482,316.8,152.1,96.75,0.992,52.7,9696,5.12,Normal operation
E0399,2024-03-07 13:38:00,30,12454,12.6,157.3,479,317.1,152.2,96.74,1.014,52.2,10290,5.13,Normal operation
E0400,2024-03-07 13:39:00,30,12485,12.7,157.9,478,317.9,152.6,96.61,0.954,48.5,9942,5.36,Normal operation
E0401,2024-03-07 13:40:00,30,12492,12.6,157.0,477,316.9,152.1,96.88,1.003,53.7,10105,4.90,Normal operation
E0402,2024-03-07 14:41:00,30,12471,12.6,157.6,482,315.9,151.6,96.22,1.011,53.1,9671,5.96,Normal operation
E0403,2024-03-07 14:42:00,30,12520,12.6,157.3,483,316.2,151.8,96.46,1.012,49.3,10338,5.57,Normal operation
E0404,2024-03-07 15:43:00,30,12505,12.7,157.9,482,316.5,151.9,96.21,0.993,49.9,10291,5.98,Normal operation
E0405,2024-03-07 15:44:00,30,12464,12.7,157.9,482,316.7,152.0,96.29,0.989,53.7,9782,5.85,Normal operation
E0406,2024-03-07 15:45:00,30,12474,12.6,156.7,478,314.1,150.8,96.20,0.997,49.1,10244,5.96,Normal operation
E0407,2024-03-07 16:46:00,30,12514,12.5,156.1,481,315.1,151.2,96.89,0.988,51.8,10341,4.85,Normal operation
E0408,2024-03-07 16:47:00,30,12462,12.7,158.0,484,318.4,152.8,96.74,1.007,49.1,10088,5.15,Normal operation
E0409,2024-03-07 16:48:00,30,12457,12.6,156.9,480,316.7,152.0,96.87,1.007,49.7,10356,4.91,Normal operation
E0410,2024-03-07 17:49:00,30,12435,12.6,157.6,479,317.4,152.3,96.68,0.976,47.6,10133,5.23,Normal operation
E0411,2024-03-07 17:50:00,30,12481,12.6,157.3,478,315.3,151.4,96.24,0.984,50.3,9952,5.91,Normal operation
E0412,2024-03-07 18:51:00,30,12457,12.6,157.6,482,317.9,152.6,96.83,0.969,48.0,10195,4.99,Normal operation
E0413,2024-03-07 18:52:00,30,12507,12.6,157.1,483,316.3,151.8,96.63,0.985,52.9,9929,5.29,Normal operation
E0414,2024-03-07 18:53:00,30,12461,12.6,157.1,475,316.8,152.1,96.77,1.019,49.9,10000,5.08,Normal operation
E0415,2024-03-07 19:54:00,30,12431,12.6,157.7,476,317.4,152.4,96.60,1.022,49.4,10107,5.36,Normal operation
E0416,2024-03-07 19:55:00,30,12455,12.6,156.7,481,314.4,150.9,96.28,0.991,49.5,9567,5.83,Normal operation
E0417,2024-03-07 19:56:00,30,12508,12.6,156.5,482,314.0,150.7,96.29,1.008,49.6,10077,5.80,Normal operation
E0418,2024-03-07 20:57:00,30,12447,12.5,156.1,482,314.2,150.8,96.60,1.009,48.6,9706,5.31,Normal operation
E0419,2024-03-07 20:58:00,30,12460,12.6,157.0,483,314.4,150.9,96.12,0.980,49.1,10388,6.09,Normal operation
E0420,2024-03-07 21:59:00,30,12475,12.7,157.8,482,317.1,152.2,96.48,1.009,47.6,10220,5.56,Normal operation
E0421,2024-03-07 21:00:00,30,12426,12.7,157.8,475,316.9,152.1,96.36,0.999,49.1,10361,5.74,Normal operation
E0422,2024-03-07 21:01:00,30,12479,12.7,157.9,477,316.8,152.1,96.35,0.957,48.0,10391,5.77,Normal operation
E0423,2024-03-07 22:02:00,30,12499,12.6,156.6,484,315.4,151.4,96.64,0.955,47.9,10398,5.26,Normal operation
E0424,2024-03-07 22:03:00,30,12487,12.6,156.9,485,316.0,151.7,96.66,0.973,47.0,9675,5.24,Normal operation
E0425,2024-03-07 22:04:00,30,12454,12.5,156.4,476,314.4,150.9,96.49,0.973,48.9,10029,5.49,Normal operation
E0426,2024-03-07 23:05:00,30,12465,12.5,156.3,478,313.0,150.2,96.12,1.022,53.3,9507,6.07,Normal operation
E0427,2024-03-07 23:06:00,30,12433,12.5,156.0,479,314.8,151.1,96.87,0.963,52.7,9578,4.89,Normal operation
E0428,2024-03-07 24:07:00,30,12422,12.6,156.7,478,314.6,151.0,96.36,0.972,52.2,10314,5.70,Normal operation
E0429,2024-03-07 24:08:00,30,12476,12.5,156.1,485,313.9,150.7,96.55,1.018,52.5,10178,5.39,Normal operation
